160,-30
143.82,-30
160,-20
157.818,-161.116
151.811,-161.116
143.12,-161.116
160,-20
158.977,-161.116
152.191,-161.116
160,-20
140.497,-161.116
142.44,-161.116
160,-20
158.275,-161.116
146.222,-161.116
160,-20
157.074,-161.116
146.598,-161.116
160,-20
156.166,-161.116
142.531,-161.116
160,-20
155.484,-161.116
145.704,-161.116
160,-20
161.921,-52.7827
161.921,-31.116
164.618,-31.116
160,-20
157.79,-31.116
147.078,-31.116
160,-20
163.163,-31.116
165.413,-31.116
160,-20
158.003,-31.116
147.215,-31.116
