x,z,relay,string,error,index
160,-30,false,f,true
143.82,-30,false,b,true
143.82,-160,false,g,true
160.633,-160,false,b,true
160.633,-20,false,l,true
223.097,-20,true,g,true
154.318,-161.116,false,g,true
154.318,-20,false,l,true
225.83,-20,true,g,true
158.243,-161.116,false,g,true
149.157,-161.116,false,b,true
148.023,-161.116,false,b,true
148.023,-20,false,l,true
237.299,-20,true,g,true
235.25,-31.116,false,g,true
198.792,-31.116,false,b,true
168.314,-31.116,false,b,true
168.314,-20,false,l,true
241.324,-20,true,g,true
239.31,-31.116,false,g,true
202.143,-31.116,false,b,true
161.414,-31.116,false,b,true
161.414,-20,false,l,true
164.073,-20,true,g,true
161.095,-31.116,false,g,true
153.356,-31.116,false,b,true
153.356,-20,false,l,true
155.63,-20,true,g,true
152.488,-31.116,false,g,true
133.795,-31.116,false,b,true
133.795,-20,false,l,false
164.771,-20,true,g,true
161.806,-31.116,false,g,true
135.776,-31.116,false,b,true
135.776,-20,false,l,false
161.873,-20,true,g,true
158.854,-31.116,false,g,true
148.178,-31.116,false,b,true
142.717,-31.116,false,b,true
142.717,-20,false,l,true
146.91,-20,true,g,true
143.577,-31.116,false,g,true
181.573,-31.116,false,b,true
148.358,-31.116,false,b,true
148.358,-20,false,l,true
226.208,-20,true,g,true
224.058,-31.116,false,g,true
183.929,-31.116,false,b,true
170.179,-31.116,false,b,true
170.179,-20,false,l,true
212.062,-20,true,g,true
209.767,-31.116,false,g,true
142.581,-31.116,false,b,true
