 -1000.000,     0.000,     0.000
  -980.000,  -180.000,     5.359
  -980.000,  -160.000,     5.359
  -980.000,  -140.000,     5.359
  -980.000,  -120.000,     5.359
  -980.000,  -100.000,     5.359
  -980.000,   -80.000,     5.359
  -980.000,   -60.000,     5.359
  -980.000,   -40.000,     5.359
  -980.000,   -20.000,     5.359
  -980.000,     0.000,     5.359
  -980.000,    20.000,     5.359
  -980.000,    40.000,     5.359
  -980.000,    60.000,     5.359
  -980.000,    80.000,     5.359
  -980.000,   100.000,     5.359
  -980.000,   120.000,     5.359
  -980.000,   140.000,     5.359
  -980.000,   160.000,     5.359
  -980.000,   180.000,     5.359
  -960.000,  -280.000,    10.718
  -960.000,  -260.000,    10.718
  -960.000,  -240.000,    10.718
  -960.000,  -220.000,    10.718
  -960.000,  -200.000,    10.718
  -960.000,  -180.000,    10.718
  -960.000,  -160.000,    10.718
  -960.000,  -140.000,    10.718
  -960.000,  -120.000,    10.718
  -960.000,  -100.000,    10.718
  -960.000,   -80.000,    10.718
  -960.000,   -60.000,    10.718
  -960.000,   -40.000,    10.718
  -960.000,   -20.000,    10.718
  -960.000,     0.000,    10.718
  -960.000,    20.000,    10.718
  -960.000,    40.000,    10.718
  -960.000,    60.000,    10.718
  -960.000,    80.000,    10.718
  -960.000,   100.000,    10.718
  -960.000,   120.000,    10.718
  -960.000,   140.000,    10.718
  -960.000,   160.000,    10.718
  -960.000,   180.000,    10.718
  -960.000,   200.000,    10.718
  -960.000,   220.000,    10.718
  -960.000,   240.000,    10.718
  -960.000,   260.000,    10.718
  -960.000,   280.000,    10.718
  -940.000,  -340.000,    16.077
  -940.000,  -320.000,    16.077
  -940.000,  -300.000,    16.077
  -940.000,  -280.000,    16.077
  -940.000,  -260.000,    16.077
  -940.000,  -240.000,    16.077
  -940.000,  -220.000,    16.077
  -940.000,  -200.000,    16.077
  -940.000,  -180.000,    16.077
  -940.000,  -160.000,    16.077
  -940.000,  -140.000,    16.077
  -940.000,  -120.000,    16.077
  -940.000,  -100.000,    16.077
  -940.000,   -80.000,    16.077
  -940.000,   -60.000,    16.077
  -940.000,   -40.000,    16.077
  -940.000,   -20.000,    16.077
  -940.000,     0.000,    16.077
  -940.000,    20.000,    16.077
  -940.000,    40.000,    16.077
  -940.000,    60.000,    16.077
  -940.000,    80.000,    16.077
  -940.000,   100.000,    16.077
  -940.000,   120.000,    16.077
  -940.000,   140.000,    16.077
  -940.000,   160.000,    16.077
  -940.000,   180.000,    16.077
  -940.000,   200.000,    16.077
  -940.000,   220.000,    16.077
  -940.000,   240.000,    16.077
  -940.000,   260.000,    16.077
  -940.000,   280.000,    16.077
  -940.000,   300.000,    16.077
  -940.000,   320.000,    16.077
  -940.000,   340.000,    16.077
  -920.000,  -380.000,    21.436
  -920.000,  -360.000,    21.436
  -920.000,  -340.000,    21.436
  -920.000,  -320.000,    21.436
  -920.000,  -300.000,    21.436
  -920.000,  -280.000,    21.436
  -920.000,  -260.000,    21.436
  -920.000,  -240.000,    21.436
  -920.000,  -220.000,    21.436
  -920.000,  -200.000,    21.436
  -920.000,  -180.000,    21.436
  -920.000,  -160.000,    21.436
  -920.000,  -140.000,    21.436
  -920.000,  -120.000,    21.436
  -920.000,  -100.000,    21.436
  -920.000,   -80.000,    21.436
  -920.000,   -60.000,    21.436
  -920.000,   -40.000,    21.436
  -920.000,   -20.000,    21.436
  -920.000,     0.000,    21.436
  -920.000,    20.000,    21.436
  -920.000,    40.000,    21.436
  -920.000,    60.000,    21.436
  -920.000,    80.000,    21.436
  -920.000,   100.000,    21.436
  -920.000,   120.000,    21.436
  -920.000,   140.000,    21.436
  -920.000,   160.000,    21.436
  -920.000,   180.000,    21.436
  -920.000,   200.000,    21.436
  -920.000,   220.000,    21.436
  -920.000,   240.000,    21.436
  -920.000,   260.000,    21.436
  -920.000,   280.000,    21.436
  -920.000,   300.000,    21.436
  -920.000,   320.000,    21.436
  -920.000,   340.000,    21.436
  -920.000,   360.000,    21.436
  -920.000,   380.000,    21.436
  -900.000,  -420.000,    26.795
  -900.000,  -400.000,    26.795
  -900.000,  -380.000,    26.795
  -900.000,  -360.000,    26.795
  -900.000,  -340.000,    26.795
  -900.000,  -320.000,    26.795
  -900.000,  -300.000,    26.795
  -900.000,  -280.000,    26.795
  -900.000,  -260.000,    26.795
  -900.000,  -240.000,    26.795
  -900.000,  -220.000,    26.795
  -900.000,  -200.000,    26.795
  -900.000,  -180.000,    26.795
  -900.000,  -160.000,    26.795
  -900.000,  -140.000,    26.795
  -900.000,  -120.000,    26.795
  -900.000,  -100.000,    26.795
  -900.000,   -80.000,    26.795
  -900.000,   -60.000,    26.795
  -900.000,   -40.000,    26.795
  -900.000,   -20.000,    26.795
  -900.000,     0.000,    26.795
  -900.000,    20.000,    26.795
  -900.000,    40.000,    26.795
  -900.000,    60.000,    26.795
  -900.000,    80.000,    26.795
  -900.000,   100.000,    26.795
  -900.000,   120.000,    26.795
  -900.000,   140.000,    26.795
  -900.000,   160.000,    26.795
  -900.000,   180.000,    26.795
  -900.000,   200.000,    26.795
  -900.000,   220.000,    26.795
  -900.000,   240.000,    26.795
  -900.000,   260.000,    26.795
  -900.000,   280.000,    26.795
  -900.000,   300.000,    26.795
  -900.000,   320.000,    26.795
  -900.000,   340.000,    26.795
  -900.000,   360.000,    26.795
  -900.000,   380.000,    26.795
  -900.000,   400.000,    26.795
  -900.000,   420.000,    26.795
  -880.000,  -460.000,    32.154
  -880.000,  -440.000,    32.154
  -880.000,  -420.000,    32.154
  -880.000,  -400.000,    32.154
  -880.000,  -380.000,    32.154
  -880.000,  -360.000,    32.154
  -880.000,  -340.000,    32.154
  -880.000,  -320.000,    32.154
