160,-30
163.462,-30
160,-20
153.13,-31.116
151.039,-31.116
160,-20
158.914,-31.116
151.453,-31.116
160,-20
161.529,-31.116
173.625,-31.116
160,-20
162.171,-31.116
163.214,-31.116
160,-20
175.488,-31.116
187.47,-31.116
160,-20
155.56,-31.116
147.829,-31.116
142.138,-31.116
154.709,-31.116
160,-20
207.858,-31.116
193.096,-31.116
192.172,-31.116
204.44,-31.116
204.246,-31.116
152.873,-31.116
160,-20
158.41,-31.116
142.786,-31.116
160,-20
163.26,-31.116
146.985,-31.116
160,-20
202.884,-31.116
170.626,-31.116
160,-20
225.103,-63.0807
225.103,-44.3738
191.682,-44.3738
191.682,-31.116
240.726,-31.116
