160,-160
160,-30
227.93,-30
227.93,-20
156.989,-31.116
163.916,-31.116
226.674,-31.116
226.674,-20
143.175,-31.116
187.717,-31.116
187.717,-20
174.597,-31.116
184.097,-31.116
184.097,-20
159.7,-31.116
238.485,-31.116
238.485,-20
203.785,-31.116
221.74,-31.116
221.74,-20
204.906,-31.116
217.875,-31.116
217.875,-20
166.767,-31.116
177.164,-31.116
177.164,-20
140.058,-31.116
153.592,-31.116
153.592,-20
208.829,-31.116
212.398,-31.116
212.398,-20
157.424,-31.116
193.534,-31.116
193.534,-20
160.244,-161.116
149.568,-161.116
156.608,-161.116
156.608,-20
141.559,-161.116
151.07,-161.116
151.07,-74.4493
155.237,-74.4493
155.237,-31.116
179.172,-31.116
179.172,-20
157.912,-31.116
186.654,-31.116
186.654,-20
150.284,-31.116
152.045,-31.116
202.923,-31.116
178.151,-31.116
178.151,-20
151.25,-31.116
236.009,-31.116
236.009,-20
158.143,-31.116
175.029,-31.116
175.029,-20
