160,-30
158.639,-30
228.386,-30
160,-20
143.386,-31.116
223.877,-31.116
160,-20
143.642,-31.116
238.932,-31.116
160,-20
160.021,-31.116
235.794,-31.116
160,-20
141.447,-31.116
228.817,-31.116
160,-20
225.316,-31.116
234.658,-31.116
160,-20
159.646,-31.116
222.538,-31.116
160,-20
154.113,-31.116
241.281,-31.116
160,-20
218.937,-31.116
215.367,-31.116
237.178,-31.116
160,-20
158.088,-31.116
187.845,-31.116
160,-20
217.41,-31.116
214.104,-31.116
236.188,-31.116
160,-20
140.959,-31.116
167.629,-31.116
175.352,-31.116
160,-20
162.116,-31.116
159.671,-31.116
219.862,-31.116
219.44,-31.116
160,-20
198.1,-31.116
196.302,-31.116
160,-20
142.404,-31.116
219.34,-31.116
160,-20
159.841,-31.116
171.499,-31.116
197.62,-31.116
194.592,-31.116
160,-20
146.647,-31.116
223.422,-31.116
160,-20
229.429,-31.116
191.72,-31.116
160,-20
205.684,-31.116
238.981,-31.116
160,-20
151.549,-31.116
195.737,-31.116
160,-20
156.435,-31.116
242.191,-31.116
