160,-30
160.064,-30
160,-20
181.439,-31.116
160,-20
167.365,-31.116
170.394,-31.116
160,-20
158.317,-31.116
185.564,-31.116
172.687,-31.116
169.942,-31.116
169.942,-20
188.578,-31.116
193.616,-31.116
197.712,-31.116
197.712,-20
141.092,-31.116
197.38,-31.116
197.38,-20
143.794,-31.116
167.806,-31.116
167.806,-20
157.402,-31.116
199.656,-31.116
149.962,-31.116
149.962,-20
149.011,-31.116
140.709,-31.116
140.709,-20
155.508,-31.116
197.032,-31.116
197.032,-20
146.59,-31.116
150.478,-31.116
150.478,-20
167.54,-31.116
195.495,-31.116
195.495,-20
188.153,-31.116
163.915,-31.116
148.794,-31.116
148.794,-20
145.211,-31.116
164.942,-31.116
164.942,-20
158.801,-31.116
184.374,-31.116
184.374,-20
159.164,-31.116
196.547,-31.116
196.547,-20
140.217,-31.116
185.309,-31.116
198.112,-31.116
195.48,-31.116
195.48,-20
184.044,-31.116
181.801,-31.116
181.801,-20
152.898,-31.116
157.945,-31.116
157.945,-20
151.254,-31.116
196.165,-31.116
184.316,-31.116
184.316,-20
198.618,-31.116
185.527,-31.116
185.527,-20
145.469,-31.116
195.942,-31.116
195.942,-20
143.422,-31.116
145.234,-31.116
145.234,-20
154.014,-31.116
162.284,-31.116
162.284,-20
157.327,-31.116
164.535,-31.116
164.535,-20
163.44,-31.116
169.457,-31.116
169.457,-20
159.105,-31.116
157.139,-31.116
157.139,-20
184.373,-31.116
153.164,-31.116
172.404,-31.116
172.404,-20
195.275,-31.116
198.584,-31.116
198.584,-20
143.834,-31.116
192.809,-31.116
192.809,-20
149.5,-31.116
154.13,-31.116
154.13,-20
156.424,-31.116
152.042,-31.116
153.184,-31.116
153.184,-20
156.49,-31.116
159.014,-31.116
160.969,-31.116
160.969,-20
142.199,-31.116
180.402,-31.116
180.402,-20
145.388,-31.116
149.84,-31.116
149.84,-20
182.548,-31.116
193.628,-31.116
193.628,-20
157.826,-31.116
154.22,-31.116
154.22,-20
158.691,-31.116
160.261,-31.116
161.43,-31.116
161.43,-20
190.748,-31.116
197.512,-31.116
197.512,-20
194.036,-31.116
192.962,-31.116
192.962,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
160.267,-31.116
161.433,-31.116
161.433,-20
190.75,-31.116
197.513,-31.116
197.513,-20
194.037,-31.116
192.963,-31.116
192.963,-20
157.772,-31.116
154.238,-31.116
154.238,-20
158.703,-31.116
