160,-160
160,-20
150.769,-31.116
145.245,-31.116
160,-20
143.324,-31.116
143.324,-161.116
141.25,-161.116
160,-20
217.319,-31.116
197.162,-31.116
211.707,-31.116
160,-20
208.145,-31.116
212.525,-31.116
160,-20
155.737,-31.116
158.573,-31.116
160,-20
219.668,-31.116
208.047,-31.116
178.974,-31.116
160,-20
234.075,-31.116
194.495,-31.116
160,-20
165.309,-31.116
180.479,-31.116
141.462,-31.116
160,-20
159.616,-31.116
143.789,-31.116
160,-20
164.635,-31.116
146.898,-31.116
160,-20
160.341,-31.116
141.01,-31.116
160,-20
225.29,-31.116
218.299,-31.116
