number,x,y,z
3484,280,680,0
3485,280,700,0
3486,280,720,0
3487,280,740,0
3488,280,760,0
3489,280,780,0
3490,280,800,0
3491,280,820,0
3492,280,840,0
3493,280,860,0
3494,280,880,0
3495,280,900,0
3496,280,920,0
3497,280,940,0
3498,280,960,0
3499,280,980,0
3500,300,-1000,0
3501,300,-980,0
3502,300,-960,0
3503,300,-940,0
3504,300,-920,0
3505,300,-900,0
3506,300,-880,0
3507,300,-860,0
3508,300,-840,0
3509,300,-820,0
3510,300,-800,0
3511,300,-780,0
3512,300,-760,0
3513,300,-740,0
3514,300,-720,0
3515,300,-700,0
3516,300,-680,0
3517,300,-660,0
3518,300,-640,0
3519,300,-620,0
3520,300,-600,0
3521,300,-580,0
3522,300,-560,0
3523,300,-540,0
3524,300,-520,0
3525,300,-500,0
3526,300,-480,0
3527,300,-460,0
3528,300,-440,0
3529,300,-420,0
3530,300,-400,0
3531,300,-380,0
3532,300,-360,0
3533,300,-340,0
3534,300,-320,0
3535,300,-300,0
3536,300,-280,0
3537,300,-260,0
3538,300,-240,0
3539,300,-220,0
3540,300,-200,0
3541,300,-180,0
3542,300,-160,0
3543,300,-140,0
3544,300,-120,0
3545,300,-100,0
3546,300,-80,0
3547,300,-60,0
3548,300,-40,0
3549,300,-20,0
3550,300,0,0
3551,300,20,0
3552,300,40,0
3553,300,60,0
3554,300,80,0
3555,300,100,0
3556,300,120,0
3557,300,140,0
3558,300,160,0
3559,300,180,0
3560,300,200,0
3561,300,220,0
3562,300,240,0
3563,300,260,0
3564,300,280,0
3565,300,300,0
3566,300,320,0
3567,300,340,0
3568,300,360,0
3569,300,380,0
3570,300,400,0
3571,300,420,0
3572,300,440,0
3573,300,460,0
3574,300,480,0
3575,300,500,0
3576,300,520,0
3577,300,540,0
3578,300,560,0
3579,300,580,0
3580,300,600,0
3581,300,620,0
3582,300,640,0
3583,300,660,0
3584,300,680,0
3585,300,700,0
3586,300,720,0
3587,300,740,0
3588,300,760,0
3589,300,780,0
3590,300,800,0
3591,300,820,0
3592,300,840,0
3593,300,860,0
3594,300,880,0
3595,300,900,0
3596,300,920,0
3597,300,940,0
3598,300,960,0
3599,300,980,0
3600,320,-1000,0
3601,320,-980,0
3602,320,-960,0
3603,320,-940,0
3604,320,-920,0
3605,320,-900,0
3606,320,-880,0
3607,320,-860,0
3608,320,-840,0
3609,320,-820,0
3610,320,-800,0
3611,320,-780,0
3612,320,-760,0
3613,320,-740,0
3614,320,-720,0
3615,320,-700,0
3616,320,-680,0
3617,320,-660,0
3618,320,-640,0
3619,320,-620,0
3620,320,-600,0
3621,320,-580,0
3622,320,-560,0
3623,320,-540,0
3624,320,-520,0
3625,320,-500,0
3626,320,-480,0
3627,320,-460,0
3628,320,-440,0
3629,320,-420,0
3630,320,-400,0
3631,320,-380,0
3632,320,-360,0
3633,320,-340,0
3634,320,-320,0
3635,320,-300,0
3636,320,-280,0
3637,320,-260,0
3638,320,-240,0
3639,320,-220,0
3640,320,-200,0
3641,320,-180,0
3642,320,-160,0
3643,320,-140,0
3644,320,-120,0
3645,320,-100,0
3646,320,-80,0
3647,320,-60,0
3648,320,-40,0
3649,320,-20,0
3650,320,0,0
3651,320,20,0
3652,320,40,0
3653,320,60,0
3654,320,80,0
3655,320,100,0
3656,320,120,0
3657,320,140,0
3658,320,160,0
3659,320,180,0
3660,320,200,0
3661,320,220,0
3662,320,240,0
3663,320,260,0
3664,320,280,0
3665,320,300,0
3666,320,320,0
3667,320,340,0
3668,320,360,0
3669,320,380,0
3670,320,400,0
3671,320,420,0
3672,320,440,0
3673,320,460,0
3674,320,480,0
3675,320,500,0
3676,320,520,0
3677,320,540,0
3678,320,560,0
3679,320,580,0
3680,320,600,0
3681,320,620,0
3682,320,640,0
3683,320,660,0
3684,320,680,0
3685,320,700,0
3686,320,720,0
3687,320,740,0
3688,320,760,0
3689,320,780,0
3690,320,800,0
3691,320,820,0
3692,320,840,0
3693,320,860,0
3694,320,880,0
3695,320,900,0
3696,320,920,0
3697,320,940,0
3698,320,960,0
3699,320,980,0
3700,340,-1000,0
3701,340,-980,0
3702,340,-960,0
3703,340,-940,0
3704,340,-920,0
3705,340,-900,0
3706,340,-880,0
3707,340,-860,0
3708,340,-840,0
3709,340,-820,0
3710,340,-800,0
3711,340,-780,0
3712,340,-760,0
3713,340,-740,0
3714,340,-720,0
3715,340,-700,0
3716,340,-680,0
3717,340,-660,0
3718,340,-640,0
3719,340,-620,0
3720,340,-600,0
3721,340,-580,0
3722,340,-560,0
3723,340,-540,0
3724,340,-520,0
3725,340,-500,0
3726,340,-480,0
3727,340,-460,0
3728,340,-440,0
3729,340,-420,0
3730,340,-400,0
3731,340,-380,0
3732,340,-360,0
3733,340,-340,0
3734,340,-320,0
3735,340,-300,0
3736,340,-280,0
3737,340,-260,0
3738,340,-240,0
3739,340,-220,0
3740,340,-200,0
3741,340,-180,0
3742,340,-160,0
3743,340,-140,0
3744,340,-120,0
3745,340,-100,0
3746,340,-80,0
3747,340,-60,0
3748,340,-40,0
3749,340,-20,0
3750,340,0,0
3751,340,20,0
3752,340,40,0
3753,340,60,0
3754,340,80,0
3755,340,100,0
3756,340,120,0
3757,340,140,0
3758,340,160,0
3759,340,180,0
3760,340,200,0
3761,340,220,0
3762,340,240,0
3763,340,260,0
3764,340,280,0
3765,340,300,0
3766,340,320,0
3767,340,340,0
3768,340,360,0
3769,340,380,0
3770,340,400,0
3771,340,420,0
3772,340,440,0
3773,340,460,0
3774,340,480,0
3775,340,500,0
3776,340,520,0
3777,340,540,0
3778,340,560,0
3779,340,580,0
3780,340,600,0
3781,340,620,0
3782,340,640,0
3783,340,660,0
3784,340,680,0
3785,340,700,0
3786,340,720,0
3787,340,740,0
3788,340,760,0
3789,340,780,0
3790,340,800,0
3791,340,820,0
3792,340,840,0
3793,340,860,0
3794,340,880,0
3795,340,900,0
3796,340,920,0
3797,340,940,0
3798,340,960,0
3799,340,980,0
3800,360,-1000,0
3801,360,-980,0
3802,360,-960,0
3803,360,-940,0
3804,360,-920,0
3805,360,-900,0
3806,360,-880,0
3807,360,-860,0
3808,360,-840,0
3809,360,-820,0
3810,360,-800,0
3811,360,-780,0
3812,360,-760,0
3813,360,-740,0
3814,360,-720,0
3815,360,-700,0
3816,360,-680,0
3817,360,-660,0
3818,360,-640,0
3819,360,-620,0
3820,360,-600,0
3821,360,-580,0
3822,360,-560,0
3823,360,-540,0
3824,360,-520,0
3825,360,-500,0
3826,360,-480,0
3827,360,-460,0
3828,360,-440,0
3829,360,-420,0
3830,360,-400,0
3831,360,-380,0
3832,360,-360,0
3833,360,-340,0
3834,360,-320,0
3835,360,-300,0
3836,360,-280,0
3837,360,-260,0
3838,360,-240,0
3839,360,-220,0
3840,360,-200,0
3841,360,-180,0
3842,360,-160,0
3843,360,-140,0
3844,360,-120,0
3845,360,-100,0
3846,360,-80,0
3847,360,-60,0
3848,360,-40,0
3849,360,-20,0
3850,360,0,0
3851,360,20,0
3852,360,40,0
3853,360,60,0
3854,360,80,0
3855,360,100,0
3856,360,120,0
3857,360,140,0
3858,360,160,0
3859,360,180,0
3860,360,200,0
3861,360,220,0
3862,360,240,0
3863,360,260,0
3864,360,280,0
3865,360,300,0
3866,360,320,0
3867,360,340,0
3868,360,360,0
3869,360,380,0
3870,360,400,0
3871,360,420,0
3872,360,440,0
3873,360,460,0
3874,360,480,0
3875,360,500,0
3876,360,520,0
3877,360,540,0
3878,360,560,0
3879,360,580,0
3880,360,600,0
3881,360,620,0
3882,360,640,0
3883,360,660,0
3884,360,680,0
3885,360,700,0
3886,360,720,0
3887,360,740,0
3888,360,760,0
3889,360,780,0
3890,360,800,0
3891,360,820,0
3892,360,840,0
3893,360,860,0
3894,360,880,0
3895,360,900,0
3896,360,920,0
3897,360,940,0
3898,360,960,0
3899,360,980,0
3900,380,-1000,0
3901,380,-980,0
3902,380,-960,0
3903,380,-940,0
3904,380,-920,0
3905,380,-900,0
3906,380,-880,0
3907,380,-860,0
3908,380,-840,0
3909,380,-820,0
3910,380,-800,0
3911,380,-780,0
3912,380,-760,0
3913,380,-740,0
3914,380,-720,0
3915,380,-700,0
3916,380,-680,0
3917,380,-660,0
3918,380,-640,0
3919,380,-620,0
3920,380,-600,0
3921,380,-580,0
3922,380,-560,0
3923,380,-540,0
3924,380,-520,0
3925,380,-500,0
3926,380,-480,0
3927,380,-460,0
3928,380,-440,0
3929,380,-420,0
3930,380,-400,0
3931,380,-380,0
3932,380,-360,0
3933,380,-340,0
3934,380,-320,0
3935,380,-300,0
3936,380,-280,0
3937,380,-260,0
3938,380,-240,0
3939,380,-220,0
3940,380,-200,0
3941,380,-180,0
3942,380,-160,0
3943,380,-140,0
3944,380,-120,0
3945,380,-100,0
3946,380,-80,0
3947,380,-60,0
3948,380,-40,0
3949,380,-20,0
3950,380,0,0
3951,380,20,0
3952,380,40,0
3953,380,60,0
3954,380,80,0
3955,380,100,0
3956,380,120,0
3957,380,140,0
3958,380,160,0
3959,380,180,0
3960,380,200,0
3961,380,220,0
3962,380,240,0
3963,380,260,0
3964,380,280,0
3965,380,300,0
3966,380,320,0
3967,380,340,0
3968,380,360,0
3969,380,380,0
3970,380,400,0
3971,380,420,0
3972,380,440,0
3973,380,460,0
3974,380,480,0
3975,380,500,0
3976,380,520,0
3977,380,540,0
3978,380,560,0
3979,380,580,0
3980,380,600,0
3981,380,620,0
3982,380,640,0
3983,380,660,0
3984,380,680,0
3985,380,700,0
3986,380,720,0
3987,380,740,0
3988,380,760,0
3989,380,780,0
3990,380,800,0
3991,380,820,0
3992,380,840,0
3993,380,860,0
3994,380,880,0
3995,380,900,0
3996,380,920,0
3997,380,940,0
3998,380,960,0
3999,380,980,0
4000,400,-1000,0
4001,400,-980,0
4002,400,-960,0
4003,400,-940,0
4004,400,-920,0
4005,400,-900,0
4006,400,-880,0
4007,400,-860,0
4008,400,-840,0
4009,400,-820,0
4010,400,-800,0
4011,400,-780,0
4012,400,-760,0
4013,400,-740,0
4014,400,-720,0
4015,400,-700,0
4016,400,-680,0
4017,400,-660,0
4018,400,-640,0
4019,400,-620,0
4020,400,-600,0
4021,400,-580,0
4022,400,-560,0
4023,400,-540,0
4024,400,-520,0
4025,400,-500,0
4026,400,-480,0
4027,400,-460,0
4028,400,-440,0
4029,400,-420,0
4030,400,-400,0
4031,400,-380,0
4032,400,-360,0
4033,400,-340,0
4034,400,-320,0
4035,400,-300,0
4036,400,-280,0
4037,400,-260,0
4038,400,-240,0
4039,400,-220,0
4040,400,-200,0
4041,400,-180,0
4042,400,-160,0
4043,400,-140,0
4044,400,-120,0
4045,400,-100,0
4046,400,-80,0
4047,400,-60,0
4048,400,-40,0
4049,400,-20,0
4050,400,0,0
4051,400,20,0
4052,400,40,0
4053,400,60,0
4054,400,80,0
4055,400,100,0
4056,400,120,0
4057,400,140,0
4058,400,160,0
4059,400,180,0
4060,400,200,0
4061,400,220,0
4062,400,240,0
4063,400,260,0
4064,400,280,0
4065,400,300,0
4066,400,320,0
4067,400,340,0
4068,400,360,0
4069,400,380,0
4070,400,400,0
4071,400,420,0
4072,400,440,0
4073,400,460,0
4074,400,480,0
4075,400,500,0
4076,400,520,0
4077,400,540,0
4078,400,560,0
4079,400,580,0
4080,400,600,0
4081,400,620,0
4082,400,640,0
4083,400,660,0
4084,400,680,0
4085,400,700,0
4086,400,720,0
4087,400,740,0
4088,400,760,0
4089,400,780,0
4090,400,800,0
4091,400,820,0
4092,400,840,0
4093,400,860,0
4094,400,880,0
4095,400,900,0
4096,400,920,0
4097,400,940,0
4098,400,960,0
4099,400,980,0
4100,420,-1000,-3.52654
4101,420,-980,-3.52654
4102,420,-960,-3.52654
4103,420,-940,-3.52654
4104,420,-920,-3.52654
4105,420,-900,-3.52654
4106,420,-880,-3.52654
4107,420,-860,-3.52654
4108,420,-840,-3.52654
4109,420,-820,-3.52654
4110,420,-800,-3.52654
4111,420,-780,-3.52654
4112,420,-760,-3.52654
4113,420,-740,-3.52654
4114,420,-720,-3.52654
4115,420,-700,-3.52654
4116,420,-680,-3.52654
4117,420,-660,-3.52654
4118,420,-640,-3.52654
4119,420,-620,-3.52654
4120,420,-600,-3.52654
4121,420,-580,-3.52654
4122,420,-560,-3.52654
4123,420,-540,-3.52654
4124,420,-520,-3.52654
4125,420,-500,-3.52654
4126,420,-480,-3.52654
4127,420,-460,-3.52654
4128,420,-440,-3.52654
4129,420,-420,-3.52654
4130,420,-400,-3.52654
4131,420,-380,-3.52654
4132,420,-360,-3.52654
4133,420,-340,-3.52654
4134,420,-320,-3.52654
4135,420,-300,-3.52654
4136,420,-280,-3.52654
4137,420,-260,-3.52654
4138,420,-240,-3.52654
4139,420,-220,-3.52654
4140,420,-200,-3.52654
4141,420,-180,-3.52654
4142,420,-160,-3.52654
4143,420,-140,-3.52654
4144,420,-120,-3.52654
4145,420,-100,-3.52654
4146,420,-80,-3.52654
4147,420,-60,-3.52654
4148,420,-40,-3.52654
4149,420,-20,-3.52654
4150,420,0,-3.52654
4151,420,20,-3.52654
4152,420,40,-3.52654
4153,420,60,-3.52654
4154,420,80,-3.52654
4155,420,100,-3.52654
4156,420,120,-3.52654
4157,420,140,-3.52654
4158,420,160,-3.52654
4159,420,180,-3.52654
4160,420,200,-3.52654
4161,420,220,-3.52654
4162,420,240,-3.52654
4163,420,260,-3.52654
4164,420,280,-3.52654
4165,420,300,-3.52654
4166,420,320,-3.52654
4167,420,340,-3.52654
4168,420,360,-3.52654
4169,420,380,-3.52654
4170,420,400,-3.52654
4171,420,420,-3.52654
4172,420,440,-3.52654
4173,420,460,-3.52654
4174,420,480,-3.52654
4175,420,500,-3.52654
4176,420,520,-3.52654
4177,420,540,-3.52654
4178,420,560,-3.52654
4179,420,580,-3.52654
4180,420,600,-3.52654
4181,420,620,-3.52654
4182,420,640,-3.52654
4183,420,660,-3.52654
4184,420,680,-3.52654
4185,420,700,-3.52654
4186,420,720,-3.52654
4187,420,740,-3.52654
4188,420,760,-3.52654
4189,420,780,-3.52654
4190,420,800,-3.52654
4191,420,820,-3.52654
4192,420,840,-3.52654
4193,420,860,-3.52654
4194,420,880,-3.52654
4195,420,900,-3.52654
4196,420,920,-3.52654
4197,420,940,-3.52654
4198,420,960,-3.52654
4199,420,980,-3.52654
4200,440,-1000,-7.05308
4201,440,-980,-7.05308
4202,440,-960,-7.05308
4203,440,-940,-7.05308
4204,440,-920,-7.05308
4205,440,-900,-7.05308
4206,440,-880,-7.05308
4207,440,-860,-7.05308
4208,440,-840,-7.05308
4209,440,-820,-7.05308
4210,440,-800,-7.05308
4211,440,-780,-7.05308
4212,440,-760,-7.05308
4213,440,-740,-7.05308
4214,440,-720,-7.05308
4215,440,-700,-7.05308
4216,440,-680,-7.05308
4217,440,-660,-7.05308
4218,440,-640,-7.05308
4219,440,-620,-7.05308
4220,440,-600,-7.05308
4221,440,-580,-7.05308
4222,440,-560,-7.05308
4223,440,-540,-7.05308
4224,440,-520,-7.05308
4225,440,-500,-7.05308
4226,440,-480,-7.05308
4227,440,-460,-7.05308
4228,440,-440,-7.05308
4229,440,-420,-7.05308
4230,440,-400,-7.05308
4231,440,-380,-7.05308
4232,440,-360,-7.05308
4233,440,-340,-7.05308
4234,440,-320,-7.05308
4235,440,-300,-7.05308
4236,440,-280,-7.05308
4237,440,-260,-7.05308
4238,440,-240,-7.05308
4239,440,-220,-7.05308
4240,440,-200,-7.05308
4241,440,-180,-7.05308
4242,440,-160,-7.05308
4243,440,-140,-7.05308
4244,440,-120,-7.05308
4245,440,-100,-7.05308
4246,440,-80,-7.05308
4247,440,-60,-7.05308
4248,440,-40,-7.05308
4249,440,-20,-7.05308
4250,440,0,-7.05308
4251,440,20,-7.05308
4252,440,40,-7.05308
4253,440,60,-7.05308
4254,440,80,-7.05308
4255,440,100,-7.05308
4256,440,120,-7.05308
4257,440,140,-7.05308
4258,440,160,-7.05308
4259,440,180,-7.05308
4260,440,200,-7.05308
4261,440,220,-7.05308
4262,440,240,-7.05308
4263,440,260,-7.05308
4264,440,280,-7.05308
4265,440,300,-7.05308
4266,440,320,-7.05308
4267,440,340,-7.05308
4268,440,360,-7.05308
4269,440,380,-7.05308
4270,440,400,-7.05308
4271,440,420,-7.05308
4272,440,440,-7.05308
4273,440,460,-7.05308
4274,440,480,-7.05308
4275,440,500,-7.05308
4276,440,520,-7.05308
4277,440,540,-7.05308
4278,440,560,-7.05308
4279,440,580,-7.05308
4280,440,600,-7.05308
4281,440,620,-7.05308
4282,440,640,-7.05308
4283,440,660,-7.05308
4284,440,680,-7.05308
4285,440,700,-7.05308
4286,440,720,-7.05308
4287,440,740,-7.05308
4288,440,760,-7.05308
4289,440,780,-7.05308
4290,440,800,-7.05308
4291,440,820,-7.05308
4292,440,840,-7.05308
4293,440,860,-7.05308
4294,440,880,-7.05308
4295,440,900,-7.05308
4296,440,920,-7.05308
4297,440,940,-7.05308
4298,440,960,-7.05308
4299,440,980,-7.05308
4300,460,-1000,-10.5796
4301,460,-980,-10.5796
4302,460,-960,-10.5796
4303,460,-940,-10.5796
4304,460,-920,-10.5796
4305,460,-900,-10.5796
4306,460,-880,-10.5796
4307,460,-860,-10.5796
4308,460,-840,-10.5796
4309,460,-820,-10.5796
4310,460,-800,-10.5796
4311,460,-780,-10.5796
4312,460,-760,-10.5796
4313,460,-740,-10.5796
4314,460,-720,-10.5796
4315,460,-700,-10.5796
4316,460,-680,-10.5796
4317,460,-660,-10.5796
4318,460,-640,-10.5796
4319,460,-620,-10.5796
4320,460,-600,-10.5796
4321,460,-580,-10.5796
4322,460,-560,-10.5796
4323,460,-540,-10.5796
4324,460,-520,-10.5796
4325,460,-500,-10.5796
4326,460,-480,-10.5796
4327,460,-460,-10.5796
4328,460,-440,-10.5796
4329,460,-420,-10.5796
4330,460,-400,-10.5796
4331,460,-380,-10.5796
4332,460,-360,-10.5796
4333,460,-340,-10.5796
4334,460,-320,-10.5796
4335,460,-300,-10.5796
4336,460,-280,-10.5796
4337,460,-260,-10.5796
4338,460,-240,-10.5796
4339,460,-220,-10.5796
4340,460,-200,-10.5796
4341,460,-180,-10.5796
4342,460,-160,-10.5796
4343,460,-140,-10.5796
4344,460,-120,-10.5796
4345,460,-100,-10.5796
4346,460,-80,-10.5796
4347,460,-60,-10.5796
4348,460,-40,-10.5796
4349,460,-20,-10.5796
4350,460,0,-10.5796
4351,460,20,-10.5796
4352,460,40,-10.5796
4353,460,60,-10.5796
4354,460,80,-10.5796
4355,460,100,-10.5796
4356,460,120,-10.5796
4357,460,140,-10.5796
4358,460,160,-10.5796
4359,460,180,-10.5796
4360,460,200,-10.5796
4361,460,220,-10.5796
4362,460,240,-10.5796
4363,460,260,-10.5796
4364,460,280,-10.5796
4365,460,300,-10.5796
4366,460,320,-10.5796
4367,460,340,-10.5796
4368,460,360,-10.5796
4369,460,380,-10.5796
4370,460,400,-10.5796
4371,460,420,-10.5796
4372,460,440,-10.5796
4373,460,460,-10.5796
4374,460,480,-10.5796
4375,460,500,-10.5796
4376,460,520,-10.5796
4377,460,540,-10.5796
4378,460,560,-10.5796
4379,460,580,-10.5796
4380,460,600,-10.5796
4381,460,620,-10.5796
4382,460,640,-10.5796
4383,460,660,-10.5796
4384,460,680,-10.5796
4385,460,700,-10.5796
4386,460,720,-10.5796
4387,460,740,-10.5796
4388,460,760,-10.5796
4389,460,780,-10.5796
4390,460,800,-10.5796
4391,460,820,-10.5796
4392,460,840,-10.5796
4393,460,860,-10.5796
4394,460,880,-10.5796
4395,460,900,-10.5796
4396,460,920,-10.5796
4397,460,940,-10.5796
4398,460,960,-10.5796
4399,460,980,-10.5796
4400,480,-1000,-14.1062
4401,480,-980,-14.1062
4402,480,-960,-14.1062
4403,480,-940,-14.1062
4404,480,-920,-14.1062
4405,480,-900,-14.1062
4406,480,-880,-14.1062
4407,480,-860,-14.1062
4408,480,-840,-14.1062
4409,480,-820,-14.1062
4410,480,-800,-14.1062
4411,480,-780,-14.1062
4412,480,-760,-14.1062
4413,480,-740,-14.1062
4414,480,-720,-14.1062
4415,480,-700,-14.1062
4416,480,-680,-14.1062
4417,480,-660,-14.1062
4418,480,-640,-14.1062
4419,480,-620,-14.1062
4420,480,-600,-14.1062
4421,480,-580,-14.1062
4422,480,-560,-14.1062
4423,480,-540,-14.1062
4424,480,-520,-14.1062
4425,480,-500,-14.1062
4426,480,-480,-14.1062
4427,480,-460,-14.1062
4428,480,-440,-14.1062
4429,480,-420,-14.1062
4430,480,-400,-14.1062
4431,480,-380,-14.1062
4432,480,-360,-14.1062
4433,480,-340,-14.1062
4434,480,-320,-14.1062
4435,480,-300,-14.1062
4436,480,-280,-14.1062
4437,480,-260,-14.1062
4438,480,-240,-14.1062
4439,480,-220,-14.1062
4440,480,-200,-14.1062
4441,480,-180,-14.1062
4442,480,-160,-14.1062
4443,480,-140,-14.1062
4444,480,-120,-14.1062
4445,480,-100,-14.1062
4446,480,-80,-14.1062
4447,480,-60,-14.1062
4448,480,-40,-14.1062
4449,480,-20,-14.1062
4450,480,0,-14.1062
4451,480,20,-14.1062
4452,480,40,-14.1062
4453,480,60,-14.1062
4454,480,80,-14.1062
4455,480,100,-14.1062
4456,480,120,-14.1062
4457,480,140,-14.1062
4458,480,160,-14.1062
4459,480,180,-14.1062
4460,480,200,-14.1062
4461,480,220,-14.1062
4462,480,240,-14.1062
4463,480,260,-14.1062
4464,480,280,-14.1062
4465,480,300,-14.1062
4466,480,320,-14.1062
4467,480,340,-14.1062
4468,480,360,-14.1062
4469,480,380,-14.1062
4470,480,400,-14.1062
4471,480,420,-14.1062
4472,480,440,-14.1062
4473,480,460,-14.1062
4474,480,480,-14.1062
4475,480,500,-14.1062
4476,480,520,-14.1062
4477,480,540,-14.1062
4478,480,560,-14.1062
4479,480,580,-14.1062
4480,480,600,-14.1062
4481,480,620,-14.1062
4482,480,640,-14.1062
4483,480,660,-14.1062
4484,480,680,-14.1062
4485,480,700,-14.1062
4486,480,720,-14.1062
4487,480,740,-14.1062
4488,480,760,-14.1062
4489,480,780,-14.1062
4490,480,800,-14.1062
4491,480,820,-14.1062
4492,480,840,-14.1062
4493,480,860,-14.1062
4494,480,880,-14.1062
4495,480,900,-14.1062
4496,480,920,-14.1062
4497,480,940,-14.1062
4498,480,960,-14.1062
4499,480,980,-14.1062
4500,500,-1000,-17.6327
4501,500,-980,-17.6327
4502,500,-960,-17.6327
4503,500,-940,-17.6327
4504,500,-920,-17.6327
4505,500,-900,-17.6327
4506,500,-880,-17.6327
4507,500,-860,-17.6327
4508,500,-840,-17.6327
4509,500,-820,-17.6327
4510,500,-800,-17.6327
4511,500,-780,-17.6327
4512,500,-760,-17.6327
4513,500,-740,-17.6327
4514,500,-720,-17.6327
4515,500,-700,-17.6327
4516,500,-680,-17.6327
4517,500,-660,-17.6327
4518,500,-640,-17.6327
4519,500,-620,-17.6327
4520,500,-600,-17.6327
4521,500,-580,-17.6327
4522,500,-560,-17.6327
4523,500,-540,-17.6327
4524,500,-520,-17.6327
4525,500,-500,-17.6327
4526,500,-480,-17.6327
4527,500,-460,-17.6327
4528,500,-440,-17.6327
4529,500,-420,-17.6327
4530,500,-400,-17.6327
4531,500,-380,-17.6327
4532,500,-360,-17.6327
4533,500,-340,-17.6327
4534,500,-320,-17.6327
4535,500,-300,-17.6327
4536,500,-280,-17.6327
4537,500,-260,-17.6327
4538,500,-240,-17.6327
4539,500,-220,-17.6327
4540,500,-200,-17.6327
4541,500,-180,-17.6327
4542,500,-160,-17.6327
4543,500,-140,-17.6327
4544,500,-120,-17.6327
4545,500,-100,-17.6327
4546,500,-80,-17.6327
4547,500,-60,-17.6327
4548,500,-40,-17.6327
4549,500,-20,-17.6327
4550,500,0,-17.6327
4551,500,20,-17.6327
4552,500,40,-17.6327
4553,500,60,-17.6327
4554,500,80,-17.6327
4555,500,100,-17.6327
4556,500,120,-17.6327
4557,500,140,-17.6327
4558,500,160,-17.6327
4559,500,180,-17.6327
4560,500,200,-17.6327
4561,500,220,-17.6327
4562,500,240,-17.6327
4563,500,260,-17.6327
4564,500,280,-17.6327
4565,500,300,-17.6327
4566,500,320,-17.6327
4567,500,340,-17.6327
4568,500,360,-17.6327
4569,500,380,-17.6327
4570,500,400,-17.6327
4571,500,420,-17.6327
4572,500,440,-17.6327
4573,500,460,-17.6327
4574,500,480,-17.6327
4575,500,500,-17.6327
4576,500,520,-17.6327
4577,500,540,-17.6327
4578,500,560,-17.6327
4579,500,580,-17.6327
4580,500,600,-17.6327
4581,500,620,-17.6327
4582,500,640,-17.6327
4583,500,660,-17.6327
4584,500,680,-17.6327
4585,500,700,-17.6327
4586,500,720,-17.6327
4587,500,740,-17.6327
4588,500,760,-17.6327
4589,500,780,-17.6327
4590,500,800,-17.6327
4591,500,820,-17.6327
4592,500,840,-17.6327
4593,500,860,-17.6327
4594,500,880,-17.6327
4595,500,900,-17.6327
4596,500,920,-17.6327
4597,500,940,-17.6327
4598,500,960,-17.6327
4599,500,980,-17.6327
4600,520,-1000,-21.1592
4601,520,-980,-21.1592
4602,520,-960,-21.1592
4603,520,-940,-21.1592
4604,520,-920,-21.1592
4605,520,-900,-21.1592
4606,520,-880,-21.1592
4607,520,-860,-21.1592
4608,520,-840,-21.1592
4609,520,-820,-21.1592
4610,520,-800,-21.1592
4611,520,-780,-21.1592
4612,520,-760,-21.1592
4613,520,-740,-21.1592
4614,520,-720,-21.1592
4615,520,-700,-21.1592
4616,520,-680,-21.1592
4617,520,-660,-21.1592
4618,520,-640,-21.1592
4619,520,-620,-21.1592
4620,520,-600,-21.1592
4621,520,-580,-21.1592
4622,520,-560,-21.1592
4623,520,-540,-21.1592
4624,520,-520,-21.1592
4625,520,-500,-21.1592
4626,520,-480,-21.1592
4627,520,-460,-21.1592
4628,520,-440,-21.1592
4629,520,-420,-21.1592
4630,520,-400,-21.1592
4631,520,-380,-21.1592
4632,520,-360,-21.1592
4633,520,-340,-21.1592
4634,520,-320,-21.1592
4635,520,-300,-21.1592
4636,520,-280,-21.1592
4637,520,-260,-21.1592
4638,520,-240,-21.1592
4639,520,-220,-21.1592
4640,520,-200,-21.1592
4641,520,-180,-21.1592
4642,520,-160,-21.1592
4643,520,-140,-21.1592
4644,520,-120,-21.1592
4645,520,-100,-21.1592
4646,520,-80,-21.1592
4647,520,-60,-21.1592
4648,520,-40,-21.1592
4649,520,-20,-21.1592
4650,520,0,-21.1592
4651,520,20,-21.1592
4652,520,40,-21.1592
4653,520,60,-21.1592
4654,520,80,-21.1592
4655,520,100,-21.1592
4656,520,120,-21.1592
4657,520,140,-21.1592
4658,520,160,-21.1592
4659,520,180,-21.1592
4660,520,200,-21.1592
4661,520,220,-21.1592
4662,520,240,-21.1592
4663,520,260,-21.1592
4664,520,280,-21.1592
4665,520,300,-21.1592
4666,520,320,-21.1592
4667,520,340,-21.1592
4668,520,360,-21.1592
4669,520,380,-21.1592
4670,520,400,-21.1592
4671,520,420,-21.1592
4672,520,440,-21.1592
4673,520,460,-21.1592
4674,520,480,-21.1592
4675,520,500,-21.1592
4676,520,520,-21.1592
4677,520,540,-21.1592
4678,520,560,-21.1592
4679,520,580,-21.1592
4680,520,600,-21.1592
4681,520,620,-21.1592
4682,520,640,-21.1592
4683,520,660,-21.1592
4684,520,680,-21.1592
4685,520,700,-21.1592
4686,520,720,-21.1592
4687,520,740,-21.1592
4688,520,760,-21.1592
4689,520,780,-21.1592
4690,520,800,-21.1592
4691,520,820,-21.1592
4692,520,840,-21.1592
4693,520,860,-21.1592
4694,520,880,-21.1592
4695,520,900,-21.1592
4696,520,920,-21.1592
4697,520,940,-21.1592
4698,520,960,-21.1592
4699,520,980,-21.1592
4700,540,-1000,-24.6858
4701,540,-980,-24.6858
