160,-30
163.462,-30
203.534,-30
203.534,-20
191.199,-31.116
149.288,-31.116
149.288,-20
178.831,-31.116
144.165,-31.116
144.165,-20
146.828,-31.116
148.327,-31.116
150.141,-31.116
150.141,-20
149.681,-161.116
160.822,-161.116
160.822,-20
160.87,-161.116
157.202,-161.116
157.103,-161.116
146.624,-161.116
146.624,-20
144.047,-161.116
143.29,-161.116
143.29,-20
143.275,-161.116
156.536,-161.116
156.536,-20
147.032,-161.116
147.958,-161.116
147.958,-31.116
144.173,-31.116
144.173,-20
175.976,-31.116
148.059,-31.116
148.059,-20
157.603,-31.116
140.499,-31.116
146.425,-31.116
146.425,-20
180.044,-31.116
141.29,-31.116
141.29,-20
153.597,-31.116
164.597,-31.116
164.597,-20
173.578,-31.116
189.826,-31.116
189.826,-20
